track_id,album_id,artist_id,track,artist,album_name,played_at,duration_ms,plays,dt,unique_days_score,track_score,artist_score,album_score,track_mins,time,period,month,day,unique_days,dur_cum_tr,most_freq_per_tr,track_first_dt,track_last_dt,track_days,dur_cum_art,num_tracks,num_alben,fav_track,most_freq_per_ar,most_freq_dt,section
7FCYhTAkaNIqO2NWAi2J2a,7cLNFRklt2EupipdILxJc7,7nQZVqkaUxa3A62UJSisSB,Libero pensatore,La coscienza di Zeno,La notte anche di giorno,2026-05-04T04:42:11,311880,1,2026-05-04,1.5,5.23,26.51,10.531,5.2,04:42,night,6,4,1,5.2,night,2026-05-04,2026-05-04,4,10.58,2,1,Il giro del cappio,morning,2026-05-01,3
5tb8T4WJ5SULuf8lNkVfEp,06we4RiGhODMsbAPWmogy2,762310PdDnwsDxAQxzQkfX,The Things You Said,Depeche Mode,Music for the Masses (Deluxe),2026-05-04T13:46:18,242893,1,2026-05-04,1.5,4.93,103.54,4.666,4.05,13:46,afternoon,6,4,1,4.05,afternoon,2026-05-04,2026-05-04,4,54.55,10,7,Waiting for the Night,afternoon,2026-05-04,3
64P3zpRsDHIk7YTpRtaKYL,1klALx0u4AavZNEvC4LrTL,3WrFJ7ztbogyGnTHbHJFl2,Everybody's Got Something To Hide Except Me And My Monkey - Remastered 2009,The Beatles,The Beatles (Remastered),2026-05-06T14:55:13,144773,3,2026-05-06,3.0,9.16,174.88,46.024,2.41,14:55,afternoon,7,6,2,7.23,morning,2026-05-05,2026-05-06,"5,6",47.39,11,7,Everybody's Got Something To Hide Except Me And My Monkey - Remastered 2009,evening,2026-05-05,1
6GQAYT0AssRfoGWWrD1UvW,0QXX3eaggwqZXkHJ1zwaGC,31oFtS8VXHkm8YVypYsw89,Ara Buza (Dame Un Beso) - Remasterizado,Mezquita,Recuerdos De Mi Tierra (Remasterizado 2023),2026-05-03T18:24:03,274226,2,2026-05-03,3.0,8.48,269.48,74.182,4.57,18:24,evening,7,3,2,9.14,morning,2026-05-03,2026-05-13,"3,13",118.94,14,2,Cuentos Arabes,morning,2026-05-13,1
1Z1fqYVgMermcLcbSeLngr,7m6StTtrbnkaC6FkDVNnTe,2CqEOngQOOMstJupNn6Hmf,Good Life,NEU!,NEU!,2026-05-03T15:50:07,221573,1,2026-05-03,1.5,4.83,193.81,55.191,3.69,15:50,afternoon,7,3,1,3.69,afternoon,2026-05-03,2026-05-03,3,95.13,14,1,Hallogallo,afternoon,2026-05-03,1
4NAP1NmknfmMkKuDi4fhxI,1uXol4dKqzMsUiqvHpwhZh,7AC976RDJzL2asmZuz7qil,Siberian Khatru - 2025 Remaster,Yes,Close to the Edge (Super Deluxe Edition),2026-05-01T19:13:32,537373,3,2026-05-01,4.5,12.5,639.76,34.311,8.96,19:13,evening,7,1,3,26.880000000000003,evening,2026-05-01,2026-05-03,"1,2,3",315.55,26,8,Into the Lens,afternoon,2026-05-13,1
6nl0oUn7TlqoUc59BOG0XS,1dbVSQR5jcw5rdngMyA3d8,7M1FPw29m5FbicYzS2xdpi,Neurotica,King Crimson,The Condensed 21st Century Guide To King Crimson (1969 - 2003),2026-05-02T11:42:16,290026,3,2026-05-02,4.5,11.61,623.17,33.883,4.83,11:42,morning,7,2,3,14.49,evening,2026-05-02,2026-05-14,"2,3,14",320.82,37,9,The Devils Triangle,evening,2026-05-09,1
7jPtn8K7McEjE1G3Z69qhd,0b33cACjsSPVBchGgsFGMu,4lianjyuR1tqf6oUX8kjrZ,Il Potere Del Canto,Franco Battiato,Universi paralleli di Franco Battiato,2026-05-09T13:35:29,243973,1,2026-05-09,1.5,4.93,838.29,163.939,4.07,13:35,afternoon,7,9,1,4.07,afternoon,2026-05-09,2026-05-09,9,310.68,51,17,Sequenze E Frequenze - Live 1988 / Remastered 2020,evening,2026-05-12,1
2sG6kG8mEDaiv7AN0TJ310,0b33cACjsSPVBchGgsFGMu,4lianjyuR1tqf6oUX8kjrZ,Apparenza e realtà,Franco Battiato,Universi paralleli di Franco Battiato,2026-05-10T10:50:49,218880,3,2026-05-10,4.5,11.22,838.29,163.939,3.65,10:50,morning,7,10,3,10.95,morning,2026-05-01,2026-05-10,"1,2,10",310.68,51,17,Sequenze E Frequenze - Live 1988 / Remastered 2020,evening,2026-05-12,1
3A1yk2TmIheVcfb4Gwp0MS,6e2RjFVaAULBc5vAcykAEg,440MEFxEmF9othCXbz3Y6a,Canción Al Árbol Del Olvido,Victor Jara,Canto Libre,2026-05-06T22:05:31,172493,1,2026-05-06,1.5,4.53,20.25,4.032,2.87,22:05,evening,7,6,1,2.87,evening,2026-05-06,2026-05-06,6,6.28,2,2,Ni Chicha Ni Limoná,afternoon,2026-05-06,1
1H7gMYGykdtwZOV6s1N0by,50o7kf2wLwVmOTVYJOTplm,3WrFJ7ztbogyGnTHbHJFl2,Norwegian Wood (This Bird Has Flown) - Remastered 2009,The Beatles,Rubber Soul (Remastered 2009),2026-05-07T04:14:50,124693,1,2026-05-07,1.5,4.18,174.88,3.55,2.08,04:14,night,7,7,1,2.08,night,2026-05-07,2026-05-07,7,47.39,11,7,Everybody's Got Something To Hide Except Me And My Monkey - Remastered 2009,evening,2026-05-05,1
4vJRdgiKKzF36ZqUH0ha6A,3RFenjlpdmIfkYATMdkbak,7siPLyFwRFYQkKgWKJ5Sod,Godless,The Dandy Warhols,Thirteen Tales From Urban Bohemia,2026-05-08T21:10:49,319970,2,2026-05-08,3.0,8.69,541.93,270.60099999999994,5.33,21:10,evening,7,8,2,10.66,evening,2026-05-08,2026-05-10,"8,10",214.5,31,9,Bohemian Like You,evening,2026-05-08,1
5yAcJtUiOFTdvePkHb4hs8,0Zp2eVzR9FW6lKX05lRpcu,762310PdDnwsDxAQxzQkfX,New Life,Depeche Mode,Speak and Spell (Deluxe),2026-05-04T13:46:17,224173,1,2026-05-04,1.5,4.84,103.54,4.51,3.74,13:46,afternoon,7,4,1,3.74,afternoon,2026-05-04,2026-05-04,4,54.55,10,7,Waiting for the Night,afternoon,2026-05-04,1
3vFi5B5VcnstzetQbqzXkL,2PCEOY4qPikMSRr3wix9V6,7AC976RDJzL2asmZuz7qil,Machine Messiah,Yes,In a Word: Yes (1969 – ),2026-05-13T19:39:32,627506,1,2026-05-13,1.5,6.16,639.76,17.576,10.46,19:39,evening,7,13,1,10.46,evening,2026-05-13,2026-05-13,13,315.55,26,8,Into the Lens,afternoon,2026-05-13,1
3a2n6ktGMY67SeryFDbNyn,0xM84XzqFGTDsFjPgCrXh9,0f3kLT4wvi2mFHlHJgV8Hl,Turn Your Back on Me - Thompson & Barbiero US Mix,Kajagoogoo,Islands,2026-05-07T15:44:02,237066,2,2026-05-07,3.0,8.29,1114.0,703.959,3.95,15:44,afternoon,7,7,2,7.9,evening,2026-05-06,2026-05-07,"6,7",317.0,26,5,The Lion's Mouth,afternoon,2026-05-07,1
6rjVP61adR53qpIQ8A4B3J,1gFxD1QvxsUkafEuIeJ0LW,02frazNrWgZCxUEf4UTfHt,Angle Of Incidents - Remastered 2021,Van Der Graaf Generator,The Pawn Hearts Sessions,2026-05-13T11:42:04,287356,1,2026-05-13,1.5,5.14,1286.92,31.567,4.79,11:42,morning,7,13,1,4.79,morning,2026-05-13,2026-05-13,13,823.86,36,8,Man-Erg - Remastered 2021,afternoon,2026-05-11,1
5DJjwPtvPNARWVyzIdFnef,4irlewoGTUPndEinKcavLF,02frazNrWgZCxUEf4UTfHt,Scorched Earth - 2005 Digital Remaster,Van Der Graaf Generator,Godbluff,2026-05-11T20:05:00,583080,4,2026-05-11,6.0,15.54,1286.92,206.663,9.72,20:05,evening,7,11,4,38.88,evening,2026-05-06,2026-05-12,"6,8,11,12",823.86,36,8,Man-Erg - Remastered 2021,afternoon,2026-05-11,1
4KvZyvmPbLzCMn5Hfd1Deo,4RD4REp6RE2kVZ96Uf1TgB,4lianjyuR1tqf6oUX8kjrZ,Summer On A Solitary Beach - Live 1988 / Remastered 2020,Franco Battiato,Giubbe Rosse (Deluxe 30th Anniversary Live & Remastered Edition / Remastered 2020),2026-05-12T19:55:09,210813,1,2026-05-12,1.5,4.77,838.29,207.978,3.51,19:55,evening,7,12,1,3.51,evening,2026-05-12,2026-05-12,12,310.68,51,17,Sequenze E Frequenze - Live 1988 / Remastered 2020,evening,2026-05-12,1
0vyu1VnXMN3hmOjhPJjjGS,0BZQ56leyRCyZu3jdXMZ87,6OWapcJm9xd55ci9CYbAuT,El Cuchipe,Los Lobos,Just Another Band From East L.A.: A Collection,2026-05-08T04:24:45,139800,1,2026-05-08,1.5,4.3,43.23,21.109,2.33,04:24,night,7,8,1,2.33,night,2026-05-08,2026-05-08,8,16.15,5,1,Sabor A Mi,night,2026-05-08,1
1MSfzutmY6uBu7oBHTv60C,1Bw3bHsQ9Xwlalhp4NjX1n,4lianjyuR1tqf6oUX8kjrZ,L'Animale - Remastered,Franco Battiato,Mondi Lontanissimi (2008 Remastered Edition),2026-05-07T19:17:42,199906,3,2026-05-07,4.5,11.1,838.29,31.058,3.33,19:17,evening,7,7,3,9.99,afternoon,2026-05-05,2026-05-07,"5,6,7",310.68,51,17,Sequenze E Frequenze - Live 1988 / Remastered 2020,evening,2026-05-12,1
55mW03rqsI9s3xUnuruF7G,67AYhGt60AoJa1TVcn5lCn,13NmOYYfvONNZ9mn2qn8P2,Sherpa,Angine de Poitrine,Vol.1,2026-05-10T21:41:51,343190,1,2026-05-10,1.5,5.37,21.32,10.164,5.72,21:41,evening,7,10,1,5.72,evening,2026-05-10,2026-05-10,10,9.8,2,1,Sherpa,evening,2026-05-10,1
2Be2FRwYOryoBs15fWt9FK,2xJFvV7JzoYYMere5rqjVf,4X42BfuhWCAZ2swiVze9O0,The Pin Drop,Steven Wilson,The Raven That Refused to Sing (and Other Stories),2026-05-12T17:15:24,303367,1,2026-05-12,1.5,5.2,71.92,44.638,5.06,17:15,afternoon,7,12,1,5.06,afternoon,2026-05-12,2026-05-12,12,50.98,5,1,The Raven That Refused to Sing,morning,2026-05-12,1
2anxaksNDKJJziakWiDLxq,4dMUtgiuiDgFMVHnb6iYfW,6x919AU6p0wfsUAdWV6M5K,Ho Visto Anche Degli Zingari Felici - Intro; 2006 Digital Remastered,Claudio Lolli,Ho Visto Anche Degli Zingari Felici,2026-05-12T08:27:42,414493,1,2026-05-12,1.5,5.6,13.6,5.992999999999999,6.91,08:27,morning,7,12,1,6.91,morning,2026-05-12,2026-05-12,12,6.91,1,1,Ho Visto Anche Degli Zingari Felici - Intro; 2006 Digital Remastered,morning,2026-05-12,2
1FRP8d6l2jm3DS5f78ZrhK,0bJMFJ2XQwpO5nKTrYdUtX,22bE4uQ6baNwSHPVcDxLCe,Route 66,The Rolling Stones,The Rolling Stones,2026-05-12T21:24:08,140400,1,2026-05-12,1.5,4.31,387.5,29.719999999999995,2.34,21:24,evening,7,12,1,2.34,evening,2026-05-12,2026-05-12,12,144.29,32,20,Monkey Man - Remastered 2019,evening,2026-05-12,2
5OJCbL1RVFYSw07C9e0QUS,1GOUMwPQw5xCizmD1Ixala,02frazNrWgZCxUEf4UTfHt,Lemmings (Including Cog) - Remastered 2021,Van Der Graaf Generator,Pawn Hearts (Deluxe),2026-05-05T16:04:29,696520,7,2026-05-05,9.0,22.62,1286.92,674.564,11.61,16:04,afternoon,7,5,6,81.27,afternoon,2026-05-03,2026-05-14,"3,5,6,8,9,14",823.86,36,8,Man-Erg - Remastered 2021,afternoon,2026-05-11,2
1HBVMwptlPziSpy9AcEqoP,3HtKI17HsXBUwrwVTyX1d0,4lianjyuR1tqf6oUX8kjrZ,Shock In My Town - Live In Roma 2016,Franco Battiato,Live In Roma,2026-05-10T21:17:53,260386,1,2026-05-10,1.5,5.02,838.29,4.815999999999999,4.34,21:17,evening,7,10,1,4.34,evening,2026-05-10,2026-05-10,10,310.68,51,17,Sequenze E Frequenze - Live 1988 / Remastered 2020,evening,2026-05-12,2
2TD9Ve5cJai60TYSEidgxD,3g5jmuT4kXPUbSGsOgKJF4,4RuYtHjAKBufQRqBUMiOfK,Il Mietitore,Banco Del Mutuo Soccorso,Storie Invisibili,2026-05-06T21:29:06,216506,3,2026-05-06,3.0,9.71,320.74,23.64,3.61,21:29,evening,7,6,2,10.83,evening,2026-05-06,2026-05-07,"6,7",182.65,13,8,L'Evoluzione,morning,2026-05-01,2
5prIsUvI0KGSrz2oNX1UGp,3tZmzx3Og386HMV4vp4Dli,4lianjyuR1tqf6oUX8kjrZ,Lode All'Inviolato - 2008 Remaster,Franco Battiato,Caffé De La Paix (2008 Remastered Edition),2026-05-10T10:50:49,233440,1,2026-05-10,1.5,4.88,838.29,9.128,3.89,10:50,morning,7,10,1,3.89,morning,2026-05-10,2026-05-10,10,310.68,51,17,Sequenze E Frequenze - Live 1988 / Remastered 2020,evening,2026-05-12,2
75gb1H0F5IumlnwhjnB08B,2JyNDhGhp0hiizSPuUs0i9,67ea9eGLXYMsO2eYQRui3w,Rael - Pt.1 & Pt.2,The Who,The Who Sell Out (Super Deluxe),2026-05-02T11:16:47,338826,4,2026-05-02,6.0,14.74,94.32,48.049,5.65,11:16,morning,7,2,4,22.6,night,2026-05-02,2026-05-14,"2,4,5,14",25.06,2,2,Rael - Pt.1 & Pt.2,evening,2026-05-02,3
4dbkLjN9IDo10Hr0j1zexs,2U4JHXMiBxsKH4dnYEQg2g,7AC976RDJzL2asmZuz7qil,Vevey (Revisited) - 2003 Remaster,Yes,Going for the One (Deluxe Edition),2026-05-13T13:06:03,282213,1,2026-05-13,1.5,5.11,639.76,178.926,4.7,13:06,afternoon,7,13,1,4.7,afternoon,2026-05-13,2026-05-13,13,315.55,26,8,Into the Lens,afternoon,2026-05-13,3
4vJRdgiKKzF36ZqUH0ha6A,3RFenjlpdmIfkYATMdkbak,7siPLyFwRFYQkKgWKJ5Sod,Godless,The Dandy Warhols,Thirteen Tales From Urban Bohemia,2026-05-08T21:10:49,319970,2,2026-05-08,3.0,8.69,541.93,270.60099999999994,5.33,21:10,evening,7,8,2,10.66,evening,2026-05-08,2026-05-10,"8,10",214.5,31,9,Bohemian Like You,evening,2026-05-08,3
0Rumj64tAP1jhImDkzple6,3oUXNITVgUpdN2cUwH3hmS,0ifzzRKdmtgaHy9cfnnyCR,Focus II,Focus,Moving Waves,2026-05-02T19:06:35,243666,2,2026-05-02,3.0,8.31,46.25,14.07,4.06,19:06,evening,7,2,2,8.12,evening,2026-05-02,2026-05-03,"2,3",20.54,3,3,Focus II,evening,2026-05-02,3
1l89u8dBPpEAHVSY45OVaV,0xM84XzqFGTDsFjPgCrXh9,0f3kLT4wvi2mFHlHJgV8Hl,Turn Your Back on Me,Kajagoogoo,Islands,2026-05-05T20:27:01,241293,4,2026-05-05,6.0,14.26,1114.0,703.959,4.02,20:27,evening,7,5,4,16.08,evening,2026-05-05,2026-05-15,"5,6,11,15",317.0,26,5,The Lion's Mouth,afternoon,2026-05-07,3
5s6gA3IQTbVqv8utc5jVcn,4yMdFHGZTkXQsU4M55VjeZ,1YTe4dNIoWX3iHX8H4xVeM,Cats Under The Stars,Jerry Garcia Band,Cats Under the Stars (Expanded),2026-05-06T12:06:03,331000,2,2026-05-06,3.0,8.73,30.46,15.531,5.52,12:06,afternoon,7,6,2,11.04,morning,2026-05-06,2026-05-07,"6,7",11.04,1,1,Cats Under The Stars,afternoon,2026-05-06,3
4u6tu5K2M4DvEdZXDGfzzd,1GOUMwPQw5xCizmD1Ixala,02frazNrWgZCxUEf4UTfHt,Theme One - New Stereo Mix 2021,Van Der Graaf Generator,Pawn Hearts (Deluxe),2026-05-04T13:46:17,190213,2,2026-05-04,3.0,7.98,1286.92,674.564,3.17,13:46,afternoon,8,4,2,6.34,afternoon,2026-05-04,2026-05-10,"4,10",823.86,36,8,Man-Erg - Remastered 2021,afternoon,2026-05-11,1
62Fwn4Ym39BlytL3KNBMAI,2W0juo4ye4hI0mXRqtZldr,4lianjyuR1tqf6oUX8kjrZ,The Age Of Ermafrodites,Franco Battiato,Campi Magnetici - I Numeri Non Si Possono Amare,2026-05-03T10:35:25,389320,1,2026-05-03,1.5,5.51,838.29,5.804,6.49,10:35,morning,8,3,1,6.49,morning,2026-05-03,2026-05-03,3,310.68,51,17,Sequenze E Frequenze - Live 1988 / Remastered 2020,evening,2026-05-12,1
43SkTJJ2xleDaeiE4TIM70,0bJMFJ2XQwpO5nKTrYdUtX,22bE4uQ6baNwSHPVcDxLCe,Walking The Dog,The Rolling Stones,The Rolling Stones,2026-05-08T11:47:05,189186,3,2026-05-08,4.5,11.03,387.5,29.719999999999995,3.15,11:47,morning,8,8,3,9.45,morning,2026-05-05,2026-05-08,"5,6,8",144.29,32,20,Monkey Man - Remastered 2019,evening,2026-05-12,1
6xyQePqMDxnAO0diRZBPmg,5dqQ2OtXybQwp7vAbymHNV,7siPLyFwRFYQkKgWKJ5Sod,Holding Me Up,The Dandy Warhols,Odditorium Or Warlords Of Mars,2026-05-08T20:48:56,435520,1,2026-05-08,1.5,5.67,541.93,10.635,7.26,20:48,evening,8,8,1,7.26,evening,2026-05-08,2026-05-08,8,214.5,31,9,Bohemian Like You,evening,2026-05-08,1
0bv5vUJCvXM9G0cbjeikyY,6YhvR14clg0yibdTKB5aBv,5GXruybcLmXPjR9rKKFyS6,Back At The Chicken Shack,Jimmy Smith,Back At The Chicken Shack,2026-05-05T19:54:56,483093,2,2026-05-05,3.0,9.26,55.66,17.793999999999997,8.05,19:54,evening,8,5,2,16.1,morning,2026-05-05,2026-05-06,"5,6",22.9,2,2,Back At The Chicken Shack,evening,2026-05-06,1
4P0iCtuPba62SoYoOkTpD9,5W1kloCKd5nnjT3McyOTZx,3Rbtl5QGOHMtfQOJZVTy3h,Forse Le Lucciole Non Si Amano Più - Remastered 2021,Locanda delle fate,Forse Le Lucciole Non Si Amano Più (Remastered 2021),2026-05-06T11:45:33,591680,1,2026-05-06,1.5,6.08,14.08,7.213999999999999,9.86,11:45,morning,8,6,1,9.86,morning,2026-05-06,2026-05-06,6,9.86,1,1,Forse Le Lucciole Non Si Amano Più - Remastered 2021,morning,2026-05-06,1
4Xnx46oORhi3xt5m23Qzse,08WECxW5Pz0dIcEabHkIzU,1MD5pgVzlusqGyuSTcTxvu,Transumanza jam - Live in Lugano,Premiata Forneria Marconi,The Event - Live in Lugano,2026-05-05T05:54:01,202560,2,2026-05-05,3.0,8.07,311.22,13.323,3.38,05:54,night,8,5,2,6.76,night,2026-05-05,2026-05-12,"5,12",119.88,11,9,Bandiera Bianca,morning,2026-05-03,1
7q921uAoBddu5AcYZeK9d3,1GOUMwPQw5xCizmD1Ixala,02frazNrWgZCxUEf4UTfHt,Vision - Sounds Of The 70s Session / 1971,Van Der Graaf Generator,Pawn Hearts (Deluxe),2026-05-10T12:35:39,193506,1,2026-05-10,1.5,4.66,1286.92,674.564,3.23,12:35,afternoon,8,10,1,3.23,afternoon,2026-05-10,2026-05-10,10,823.86,36,8,Man-Erg - Remastered 2021,afternoon,2026-05-11,1
4zGNUdGxpwnC7HN27Muzpl,5A1knO3o9ippL0nFuKl0Kh,7M1FPw29m5FbicYzS2xdpi,Inner Garden II,King Crimson,THRAK,2026-05-06T21:31:54,76142,1,2026-05-06,1.5,3.73,623.17,40.967,1.27,21:31,evening,8,6,1,1.27,evening,2026-05-06,2026-05-06,6,320.82,37,9,The Devils Triangle,evening,2026-05-09,1
58cQfjeWhZtwvnSKffDx8k,0QXX3eaggwqZXkHJ1zwaGC,31oFtS8VXHkm8YVypYsw89,Obertura En Si Bemol - Remasterizado,Mezquita,Recuerdos De Mi Tierra (Remasterizado 2023),2026-05-13T08:26:44,370053,1,2026-05-13,1.5,5.46,269.48,74.182,6.17,08:26,morning,8,13,1,6.17,morning,2026-05-13,2026-05-13,13,118.94,14,2,Cuentos Arabes,morning,2026-05-13,1
3eFHv2F3wNKjpnip3w6waZ,0xM84XzqFGTDsFjPgCrXh9,0f3kLT4wvi2mFHlHJgV8Hl,The Garden - Instrumental,Kajagoogoo,Islands,2026-05-06T23:10:06,171373,5,2026-05-06,3.0,12.09,1114.0,703.959,2.86,23:10,evening,8,6,2,14.3,afternoon,2026-05-06,2026-05-07,"6,7",317.0,26,5,The Lion's Mouth,afternoon,2026-05-07,1
16q0i1YK2y41gMeJrBFXnv,4ahL5vlNhi3Ob0c6syAMSg,31oFtS8VXHkm8YVypYsw89,Así Soy Yo,Mezquita,Califas del Rock,2026-05-04T01:07:59,236240,2,2026-05-04,3.0,8.27,269.48,106.742,3.94,01:07,night,8,4,2,7.88,morning,2026-05-04,2026-05-13,"4,13",118.94,14,2,Cuentos Arabes,morning,2026-05-13,1
6nl0oUn7TlqoUc59BOG0XS,1dbVSQR5jcw5rdngMyA3d8,7M1FPw29m5FbicYzS2xdpi,Neurotica,King Crimson,The Condensed 21st Century Guide To King Crimson (1969 - 2003),2026-05-14T18:55:48,290026,3,2026-05-14,4.5,11.61,623.17,33.883,4.83,18:55,evening,8,14,3,14.49,evening,2026-05-02,2026-05-14,"2,3,14",320.82,37,9,The Devils Triangle,evening,2026-05-09,1
70gsGvTtjXyYAp0M1X6DPH,0xM84XzqFGTDsFjPgCrXh9,0f3kLT4wvi2mFHlHJgV8Hl,Big Apple - Metro Mix,Kajagoogoo,Islands,2026-05-05T20:43:01,365880,4,2026-05-05,4.5,13.34,1114.0,703.959,6.1,20:43,evening,8,5,3,24.4,evening,2026-05-05,2026-05-07,"5,6,7",317.0,26,5,The Lion's Mouth,afternoon,2026-05-07,1
49O0U2nehcnxPfXQyKVZpL,0b33cACjsSPVBchGgsFGMu,4lianjyuR1tqf6oUX8kjrZ,Personalità Empirica,Franco Battiato,Universi paralleli di Franco Battiato,2026-05-09T13:17:28,214253,1,2026-05-09,1.5,4.78,838.29,163.939,3.57,13:17,afternoon,8,9,1,3.57,afternoon,2026-05-09,2026-05-09,9,310.68,51,17,Sequenze E Frequenze - Live 1988 / Remastered 2020,evening,2026-05-12,1
6ghacFqX1Xybok4ADSDq4u,2U4JHXMiBxsKH4dnYEQg2g,7AC976RDJzL2asmZuz7qil,Turn of the Century - 2003 Remaster,Yes,Going for the One (Deluxe Edition),2026-05-13T12:33:33,475480,2,2026-05-13,3.0,9.23,639.76,178.926,7.92,12:33,afternoon,8,13,2,15.84,afternoon,2026-05-13,2026-05-14,"13,14",315.55,26,8,Into the Lens,afternoon,2026-05-13,1
0Rumj64tAP1jhImDkzple6,3oUXNITVgUpdN2cUwH3hmS,0ifzzRKdmtgaHy9cfnnyCR,Focus II,Focus,Moving Waves,2026-05-02T19:06:35,243666,2,2026-05-02,3.0,8.31,46.25,14.07,4.06,19:06,evening,8,2,2,8.12,evening,2026-05-02,2026-05-03,"2,3",20.54,3,3,Focus II,evening,2026-05-02,1
0EX99kuSsTM9RyRAciMvvE,5AfgJ4mjGvANakNjGrKGgy,4KWTAlx2RvbpseOGMEmROg,Lotus,R.E.M.,Up,2026-05-06T22:02:36,271600,1,2026-05-06,1.5,5.06,20.93,4.901,4.53,22:02,evening,8,6,1,4.53,evening,2026-05-06,2026-05-06,6,8.39,2,2,Lotus,afternoon,2026-05-06,1
5DJjwPtvPNARWVyzIdFnef,4irlewoGTUPndEinKcavLF,02frazNrWgZCxUEf4UTfHt,Scorched Earth - 2005 Digital Remaster,Van Der Graaf Generator,Godbluff,2026-05-12T20:28:09,583080,4,2026-05-12,6.0,15.54,1286.92,206.663,9.72,20:28,evening,8,12,4,38.88,evening,2026-05-06,2026-05-12,"6,8,11,12",823.86,36,8,Man-Erg - Remastered 2021,afternoon,2026-05-11,1
47sJPdCkjVfLJWBFhwJiuE,20dTbQRkxuOTkf3SFyaT2m,7M1FPw29m5FbicYzS2xdpi,The Sheltering Sky,King Crimson,Discipline,2026-05-05T05:54:01,502480,4,2026-05-05,6.0,15.31,623.17,98.53,8.37,05:54,night,8,5,4,33.48,night,2026-05-02,2026-05-10,"2,4,5,10",320.82,37,9,The Devils Triangle,evening,2026-05-09,1
1iii3DosaivkmvUDmhZhCP,5U4dnRZsfW8NmwBBkELFPh,22bE4uQ6baNwSHPVcDxLCe,Shine A Light,The Rolling Stones,Exile On Main Street (2010 Re-Mastered),2026-05-12T21:28:43,256825,1,2026-05-12,1.5,4.99,387.5,9.564,4.28,21:28,evening,8,12,1,4.28,evening,2026-05-12,2026-05-12,12,144.29,32,20,Monkey Man - Remastered 2019,evening,2026-05-12,2
3nhQ0t5o70uHAzEgYDedX2,1GOUMwPQw5xCizmD1Ixala,02frazNrWgZCxUEf4UTfHt,Man-Erg - Remastered 2021,Van Der Graaf Generator,Pawn Hearts (Deluxe),2026-05-14T14:33:44,619800,10,2026-05-14,10.5,27.48,1286.92,674.564,10.33,14:33,afternoon,8,14,7,103.3,afternoon,2026-05-03,2026-05-14,"3,4,5,6,8,9,14",823.86,36,8,Man-Erg - Remastered 2021,afternoon,2026-05-11,2
2z6pwfOc3v5v34b5T1N9dn,4QJ6TxU94ROZoXNro42def,4ejp2yEDQIIJIy0iFpoI5B,Paloma Ausente,Violeta Parra,El Folklore Y La Pasión,2026-05-05T13:02:01,194066,2,2026-05-05,3.0,8.02,29.04,13.168999999999995,3.23,13:02,afternoon,8,5,2,6.46,morning,2026-05-05,2026-05-06,"5,6",6.46,1,1,Paloma Ausente,afternoon,2026-05-05,2
5OJCbL1RVFYSw07C9e0QUS,1GOUMwPQw5xCizmD1Ixala,02frazNrWgZCxUEf4UTfHt,Lemmings (Including Cog) - Remastered 2021,Van Der Graaf Generator,Pawn Hearts (Deluxe),2026-05-09T19:48:35,696520,7,2026-05-09,9.0,22.62,1286.92,674.564,11.61,19:48,evening,8,9,6,81.27,afternoon,2026-05-03,2026-05-14,"3,5,6,8,9,14",823.86,36,8,Man-Erg - Remastered 2021,afternoon,2026-05-11,2
1qkp9OvCk8FjeDdEd2bKQ6,7M2EhhKnJYcmluPNzmB35N,4P70aqttdpJ9vuYFDmf7f6,Alpha,Vangelis,Albedo 0.39,2026-05-02T12:15:23,344293,3,2026-05-02,4.5,11.85,62.38,36.58,5.74,12:15,afternoon,8,2,3,17.22,afternoon,2026-05-02,2026-05-04,"2,3,4",25.380000000000003,2,1,Alpha,afternoon,2026-05-03,2
0lUBWPZWiGQEKNzayTCpxT,4RD4REp6RE2kVZ96Uf1TgB,4lianjyuR1tqf6oUX8kjrZ,Sequenze E Frequenze - Live 1988 / Remastered 2020,Franco Battiato,Giubbe Rosse (Deluxe 30th Anniversary Live & Remastered Edition / Remastered 2020),2026-05-02T18:53:03,425120,5,2026-05-02,7.5,17.9,838.29,207.978,7.09,18:53,evening,8,2,5,35.45,evening,2026-05-02,2026-05-13,"2,3,4,12,13",310.68,51,17,Sequenze E Frequenze - Live 1988 / Remastered 2020,evening,2026-05-12,2
2HCfUhbElYaqBczZqDLxch,4RD4REp6RE2kVZ96Uf1TgB,4lianjyuR1tqf6oUX8kjrZ,Un'Altra Vita - Live 1988 / Remastered 2020,Franco Battiato,Giubbe Rosse (Deluxe 30th Anniversary Live & Remastered Edition / Remastered 2020),2026-05-12T19:28:39,180320,1,2026-05-12,1.5,4.58,838.29,207.978,3.01,19:28,evening,8,12,1,3.01,evening,2026-05-12,2026-05-12,12,310.68,51,17,Sequenze E Frequenze - Live 1988 / Remastered 2020,evening,2026-05-12,3
4FfFWHz0Hhuu2DwDfzjIWz,0BZQ56leyRCyZu3jdXMZ87,6OWapcJm9xd55ci9CYbAuT,"Let's Say Goodnight - Live at the Hollywood Palladium, 1987",Los Lobos,Just Another Band From East L.A.: A Collection,2026-05-08T08:37:33,210760,1,2026-05-08,1.5,4.77,43.23,21.109,3.51,08:37,morning,8,8,1,3.51,morning,2026-05-08,2026-05-08,8,16.15,5,1,Sabor A Mi,night,2026-05-08,3
