track,track_id,artist,artist_id,album_id,album_name,track_score,plays,track_unique_days,dur_min,squared
"Bizarre Love Triangle - Shep Pettibone 12"" Remix",7y5fzeYh5bLrlJRB1OZrln,New Order,0yNLKJebCb8Aueb54LYya3,0PSWY4XyjTWppfBb0tBtqu,Brotherhood (Collector's Edition),3.9993968409952925,1,1,6.76,0.26236426446749106
La Pianura Rossa,6STQFSrsVpszi1hoMhSiu9,Banco Del Mutuo Soccorso,4RuYtHjAKBufQRqBUMiOfK,25zL1qPPiMUskPr8v8CWJv,Orlando: Le Forme dell'Amore,3.9931625475481916,1,1,6.65,0.25416124677393614
State of the Nation,3y6UNT1bb2eYblTWFT4n77,New Order,0yNLKJebCb8Aueb54LYya3,0PSWY4XyjTWppfBb0tBtqu,Brotherhood (Collector's Edition),3.990869931242608,1,1,6.61,0.2511446463718521
Brilliant - Blank & Jones Club Mix 2018 Remaster,4EmgcTByI0dBH4Y5Ge5tRY,Ultravox,3iUjRVvYCsMfz7tuAQtBDI,49eDZSAR7As1J68vvKNCVI,Extended,3.9891413460025875,1,1,6.58,0.2488701921086676
The Love Thieves,3hvScxvDCQMsRHWcpjNpxM,Depeche Mode,762310PdDnwsDxAQxzQkfX,0OWIVcNE4aItrlRvMUVueO,Ultra (Deluxe),3.9885633991231186,1,1,6.57,0.2481097356883142
House With No Door - Remastered 2021,2sfYPaNXqBH5wmz1d1uVVg,Van Der Graaf Generator,02frazNrWgZCxUEf4UTfHt,1n6mujGDmusUYHfuFtZZvJ,"H To He, Who Am The Only One (Deluxe)",3.9862427812240107,1,1,6.53,0.24505629108422455
The Love Thieves,66w448e95WVPp6mrExADp0,Depeche Mode,762310PdDnwsDxAQxzQkfX,7cmj0LC7Fob1p2BxsMYYAa,Ultra,3.9862427812240107,1,1,6.53,0.24505629108422455
House With No Door - 2005 Digital Remaster,2y9hoQ0o2Nrb16kz0wx4ir,Van Der Graaf Generator,02frazNrWgZCxUEf4UTfHt,4kpBJuFpZBIuw4PQVxrN4t,H To He Who Am The Only One,3.984492969997046,1,1,6.5,0.24275390789085033
Facts of Life,6CZS1Kqn3t42bd5ceKelFX,Talking Heads,2x9SpqnPi8rlE9pjHBwmSC,6iOPhFscLxdpzGug0qxpcZ,Naked,3.983321936712831,1,1,6.48,0.2412130746221463
The Great Curve,5N73ncX9gjmRv9lIpZ85nS,Talking Heads,2x9SpqnPi8rlE9pjHBwmSC,1JvXxLsm0PxlGH4LXzqMGq,Remain in Light,3.982147283536355,1,1,6.46,0.23966747833730992
El Mounadi - The Desert Life,6WMhyPDxdA4IfbBrFMafpY,Dissidenten,7LGjULfs3CUorLei47BKKk,3Vl1cnMHIBciZDPwmfZAk5,Sahara Elektrik,3.9786013791133796,1,1,6.4,0.2350018146228678
Renee - 1997 Remaster,5UUk3itO5nvah4Ngd9CW5X,Talk Talk,7Fo8TAyGJr4VmhE68QamMf,152Hw6E0tNz3EQNq9c1CDf,It's My Life,3.976815941216389,1,1,6.37,0.23265255423209075
Spooky - Out of Order Mix,7mKgWRA44P63GSnUntU16Y,New Order,0yNLKJebCb8Aueb54LYya3,2OCcLfOyYhjOiWLBW0dIE2,Best Remixes,3.9750220747851124,1,1,6.34,0.230292203664622
I Never Wanted to Begin - Extended Version,35psjjJl5Jy8pYXjsNFuax,Ultravox,3iUjRVvYCsMfz7tuAQtBDI,5ueP8JeD2SeNSYzX7ybnPc,Rage in Eden,3.973821441874773,1,1,6.32,0.2287124235194378
Here to Stay,5qODdo5pr25z8ULx9WXVpN,New Order,0yNLKJebCb8Aueb54LYya3,5BmnaerQ5nGMIZshBW4TmE,Live at Bestival 2012,3.9720133496451338,1,1,6.29,0.22633335479622924
Sympathy For The Devil,75zMKn5euxQdlkZgu4P42J,The Rolling Stones,22bE4uQ6baNwSHPVcDxLCe,0ACOqjq9mQuCZry2kj5zkB,The Rolling Stones Singles Collection: The London Years,3.9714087353568823,1,1,6.28,0.2255378096801083
NAKHLA,6Hyt6tjMs7CIvysRKFNSQZ,Cheikha Rimitti,364dHqe2BwXqmOhgdBXpw8,4pUoU89OnJtWvqJiREjaV5,Nouar,3.9714087353568823,1,1,6.28,0.2255378096801083
Ruined in a Day - Reunited in a Day Remix,72Kx1OSl8yZ9WeBR1SnGJ1,New Order,0yNLKJebCb8Aueb54LYya3,2OCcLfOyYhjOiWLBW0dIE2,Best Remixes,3.9695890989987994,1,1,6.25,0.22314355131420976
Nothing to Undo - Tangerine Dream Rework,2isloGjw6QO69kbLR9uVJS,Daniel Brandt,4OJgcDY2LiSjD0rKNygzH7,3NkOHdLZWppIE0lsXosiop,Without Us Reworks,3.967760707339855,1,1,6.22,0.22073777281559867
Back In Your Life,590rDHWNgViHdsFjXShHlP,The Rolling Stones,22bE4uQ6baNwSHPVcDxLCe,6jfU2DEetUUo8nmxrzwkhc,Foreign Tongues,3.9671492832336885,1,1,6.21,0.21993326741274843
Waiting for the Night,1VEIMGVXj7713dHY9gZLyU,Depeche Mode,762310PdDnwsDxAQxzQkfX,0Tg76MY2wNK4j37iCb6qyH,Violator (Deluxe),3.9616017394536507,1,1,6.12,0.21263386770217213
Jigsaw Puzzle - 50th Anniversary Edition,4FzDrD5KndBVrFaVwZToen,The Rolling Stones,22bE4uQ6baNwSHPVcDxLCe,6OHri5qNxwCdVSdyCslspd,Beggars Banquet (50th Anniversary Edition),3.9609803165841724,1,1,6.11,0.21181620603180668
Music for Chameleons,7igDDKaYTMkV5xbse143IW,Gary Numan,5KQMtyPE8DCQNUzoNqlEsE,1AbColVwAzX9BY56BPC0Rl,"I, Assassin",3.960357875822562,1,1,6.1,0.21099720502968744
"Face to Face - Live at St. Albans, Hertfordshire, 16 Aug 1980",6FmJHI5D21SRzGYf49bmic,Ultravox,3iUjRVvYCsMfz7tuAQtBDI,57UuXCYkx1wZW7gfl8hvjB,Vienna (Remastered Definitive Edition),3.9584844127015764,1,1,6.07,0.20853212197575824
Serenade - Special Re-Mix 2018 Remaster,2k389nvwXwuX5bevecDdMj,Ultravox,3iUjRVvYCsMfz7tuAQtBDI,49eDZSAR7As1J68vvKNCVI,Extended,3.9578578668053064,1,1,6.06,0.20770771948066627
Nëbëhr gudahtt - 2017 Remastered Version,0ylNkyLW9Yr12u06SySgZO,Magma,5JeJHWfm2ZxNd09hrIf7Zb,1hWwZZvGF4CGT9AnSAPXlR,Mekanik destruktiw kommandoh (2017 Remastered Version),3.9559720068552973,1,1,6.03,0.20522632480960168
The Voice - 2008 Remaster,0MMtL7yD36LLj3TS6J9YUt,Ultravox,3iUjRVvYCsMfz7tuAQtBDI,5ueP8JeD2SeNSYzX7ybnPc,Rage in Eden,3.9553413013163183,1,1,6.02,0.20439644910041943
Sunrise - 2022 Digital Master,6G7VdH8lLQAGI6HOO5sR7x,New Order,0yNLKJebCb8Aueb54LYya3,0fn2SPJjYECJG3BNvNOd9f,Low-Life,3.9547095472223455,1,1,6.01,0.2035651937136127
The Overload,3HBpOyKIvfSKysKZyXlaVY,Talking Heads,2x9SpqnPi8rlE9pjHBwmSC,1JvXxLsm0PxlGH4LXzqMGq,Remain in Light,3.9547095472223455,1,1,6.01,0.2035651937136127
The Sphinx In The Face - 2005 Digital Remaster,08h3NDXgRG2xFNDXiMRxvm,Van Der Graaf Generator,02frazNrWgZCxUEf4UTfHt,0eOBTsAhFUTOOcAcxJNE3V,The Quiet Zone/The Pleasure Dome,3.9528079586002067,1,1,5.98,0.20106310342132488
Tomorrow Started - 1997 Remaster,3khWEPmZJ8X1QMlW0iKcSF,Talk Talk,7Fo8TAyGJr4VmhE68QamMf,152Hw6E0tNz3EQNq9c1CDf,It's My Life,3.952171975188155,1,1,5.97,0.2002262831423101
Boo Boo's Birthday,48stcCjD6f2QyqYrF0RWCS,Thelonious Monk,4PDpGtF16XpqvXxsrFwQnN,5rA4Fhdeq0an7JZR2JRSDn,Underground,3.9502576134567717,1,1,5.94,0.19770738612733157
Easy Street,26wtc0ywX3xT9PXEEct8JL,Thelonious Monk,4PDpGtF16XpqvXxsrFwQnN,5rA4Fhdeq0an7JZR2JRSDn,Underground,3.9496173437181024,1,1,5.93,0.19686492594487168
The Fire - 2003 Remaster,7bNARG9hdnwtFQsSz0OIjl,Television,0S7Zur2g8YhqlzqtlYStli,5ha55jb1DQKy33CpmREvFq,Adventure,3.9496173437181024,1,1,5.93,0.19686492594487168
Making Flippy Floppy,2G6JBfCoeigrYoLGFSIA2X,Talking Heads,2x9SpqnPi8rlE9pjHBwmSC,78MM8HrabEGPLVWaJkM2t1,Speaking in Tongues,3.948333558713284,1,1,5.91,0.19517573514905812
World in Motion - Carabinieri Mix,5HkHHAan4FMD1qEUxMkmG9,New Order,0yNLKJebCb8Aueb54LYya3,2OCcLfOyYhjOiWLBW0dIE2,Best Remixes,3.9476900361208775,1,1,5.9,0.19432899489589153
Coming Down Again - Remastered,7wvv3OLPrX0pENjcDDLLbS,The Rolling Stones,22bE4uQ6baNwSHPVcDxLCe,6iVOz2hudE6dv5Yrcsw2c9,Goats Head Soup (Remastered 2009),3.9476900361208775,1,1,5.9,0.19432899489589153
Herr X - 2008 Remaster,2v42gJ0JzMd2nVAVBvtNUj,Ultravox,3iUjRVvYCsMfz7tuAQtBDI,57UuXCYkx1wZW7gfl8hvjB,Vienna (Remastered Definitive Edition),3.945752903633643,1,1,5.87,0.19178013636005717
Ti sbabi,42AJ0oFAlf8C3GIIftqTzT,Cheb Tahar,2byt8ExYVk3hQkPEgKGiIL,49WbUhzzdloagcrZKn0LhB,"Raï, the Gold Collection",3.9451049921382317,1,1,5.86,0.19092762123451534
""" 3-2-3 """,7yEkUD9Q2PIA09YLG9v3u0,Embryo,71TXox3zeu8QPFAiv07Qf4,68LAJiZ3jIjnzoy5cp0KZ8,Istanbul - Casablanca,3.944455974047072,1,1,5.85,0.1900736500619372
Born Under Punches (The Heat Goes On),0LMmCYr1grtBC0nRO2MxDf,Talking Heads,2x9SpqnPi8rlE9pjHBwmSC,1JvXxLsm0PxlGH4LXzqMGq,Remain in Light,3.942502242236913,1,1,5.82,0.1875029503117279
Hymn - 2009 Remaster,0lLjzzv1ZnzY3A5Wty3KLm,Ultravox,3iUjRVvYCsMfz7tuAQtBDI,48e5bZFgvlWlVN8KVdaNON,Quartet (2009 Remaster),3.942502242236913,1,1,5.82,0.1875029503117279
"The Wild, The Beautiful & The Damned",1Mb6481DNs4OXPnaxKrObT,Ultravox,3iUjRVvYCsMfz7tuAQtBDI,09H76Y3uRhgJSu7u5f3e6f,Ultravox!,3.9411941514443436,1,1,5.8,0.1857817782162416
Renk,7ItKgg3Bf2ZVxN8QwwO3UY,Embryo,71TXox3zeu8QPFAiv07Qf4,68LAJiZ3jIjnzoy5cp0KZ8,Istanbul - Casablanca,3.9411941514443436,1,1,5.8,0.1857817782162416
Melody - 2025 Mix,1fgY0b5vfciK9BVE8zk4YL,The Rolling Stones,22bE4uQ6baNwSHPVcDxLCe,5wEUIEpxAFSr5fEbQv1fud,Black And Blue (Super Deluxe),3.9411941514443436,1,1,5.8,0.1857817782162416
Girlfriend Is Better,37kkHqpkzTEGOJYHRb6JZG,Talking Heads,2x9SpqnPi8rlE9pjHBwmSC,78MM8HrabEGPLVWaJkM2t1,Speaking in Tongues,3.938564383163406,1,1,5.76,0.1823215567939546
Moon Rocks,0csWSjZhXwcIyRcJpTgAuV,Talking Heads,2x9SpqnPi8rlE9pjHBwmSC,78MM8HrabEGPLVWaJkM2t1,Speaking in Tongues,3.938564383163406,1,1,5.76,0.1823215567939546
Impressioni di settembre,3n9HTsj2f9IkQ3KlujvqSE,Premiata Forneria Marconi,1MD5pgVzlusqGyuSTcTxvu,51pz4wvc0BPtjnGCWjxX91,Storia Di Un Minuto,3.9372426427004017,1,1,5.74,0.18058242460579213
The Aircrash Bureau,6kFaFlwIvdxn33YVu985hU,Gary Numan,5KQMtyPE8DCQNUzoNqlEsE,2McSfMOhsYBkGNA47IjtnG,Telekon,3.934585289213833,1,1,5.7,0.17708590686030692
The Thin Wall - 2008 Remaster,4r2whEL3h1ZA7rQJikSksw,Ultravox,3iUjRVvYCsMfz7tuAQtBDI,5ueP8JeD2SeNSYzX7ybnPc,Rage in Eden,3.934585289213833,1,1,5.7,0.17708590686030692
Roberto,7xv83KmiG0o9ipgmeIsCoG,Embryo,71TXox3zeu8QPFAiv07Qf4,68LAJiZ3jIjnzoy5cp0KZ8,Istanbul - Casablanca,3.9339180370669724,1,1,5.69,0.1762079435091745
World in Motion - No Alla Violenza Mix,3QDQU8vVeFLzliZVIui5IN,New Order,0yNLKJebCb8Aueb54LYya3,2kqbafKAXzDPPEnSHWzmxr,World in Motion,3.9332496112130038,1,1,5.68,0.17532843580658458
A Friend I Call Desire - Work in Progress Mix,4tVAQGXdaUC2DJk88RIqhO,Ultravox,3iUjRVvYCsMfz7tuAQtBDI,15BhyErNMCS96rXaeAkMre,Lament (2009 Remaster),3.931909221816176,1,1,5.66,0.1735647655476004
All And Everyone,7Bw5XYKi9fBoFbXFoE8PVN,PJ Harvey,12VaqyEhgwDRuFfEqbnrpz,2JfiVMvVhdueC48EmskS7t,Let England Shake,3.931909221816176,1,1,5.66,0.1735647655476004
Big Daddy,1wCWvy15STxz7feUoGdqWK,Talking Heads,2x9SpqnPi8rlE9pjHBwmSC,6iOPhFscLxdpzGug0qxpcZ,Naked,3.930564087668229,1,1,5.64,0.17179485219503843
750.000 anni fa... l'amore?,6wNZa5e5DVBwMbqB4uYuXp,Banco Del Mutuo Soccorso,4RuYtHjAKBufQRqBUMiOfK,0Ft1jEOyGY74ZgHb1FYO4U,Darwin!,3.9298897307920493,1,1,5.63,0.17090754051585416
"1963 - 12"" Version",3RxyagFJ4YFSFh0Igjci2A,New Order,0yNLKJebCb8Aueb54LYya3,0PSWY4XyjTWppfBb0tBtqu,Brotherhood (Collector's Edition),3.9298897307920493,1,1,5.63,0.17090754051585416
Singularity,5BO9YsuvEQ3rtIA8bjPXhX,New Order,0yNLKJebCb8Aueb54LYya3,1INPNU4BLdbKeLQqcYTGnx,Music Complete,3.9292141750585694,1,1,5.62,0.17001865139285455
Such a Shame - 1997 Remaster,35JhxrwW2bBAiMcnrmuLEN,Talk Talk,7Fo8TAyGJr4VmhE68QamMf,152Hw6E0tNz3EQNq9c1CDf,It's My Life,3.9271802718979045,1,1,5.59,0.1673424630235586
Ride on the Ray,1n9BYCOoCu4EW1yQImwFhy,Tangerine Dream,1BGN1IdyiSR0ZYrkoKNchl,0FvrR40cNACOri1YkMOdAs,Underwater Sunlight,3.9264998778038644,1,1,5.58,0.16644720763666457
China Girl - 2018 Remaster,5Ei9o2fHEnfHb84YrPuz4v,David Bowie,0oSGxfWSnnOXhD2fKuz2Gy,4NwG11AsDJluT732lSjMrV,Let's Dance (2018 Remaster),3.925135423914188,1,1,5.56,0.16465187357130023
Guiding Light,6ZHa4WN0lqua4sQHRQFpkc,Television,0S7Zur2g8YhqlzqtlYStli,630o1rKTDsLeIPreOY1jqP,Marquee Moon,3.9244513553226117,1,1,5.55,0.1637517833192262
(Nothing But) Flowers,3tLolIaNbQSoIv6Usvhboh,Talking Heads,2x9SpqnPi8rlE9pjHBwmSC,6iOPhFscLxdpzGug0qxpcZ,Naked,3.9244513553226117,1,1,5.55,0.1637517833192262
To Bring You My Love,537IPiZTZ1GVcohzFHAHf5,PJ Harvey,12VaqyEhgwDRuFfEqbnrpz,2yMg8ronKfVDHngnlLNnl8,To Bring You My Love,3.923079512677454,1,1,5.53,0.16194672720717646
The Big Country,191pjjtr4AYgFkv9aVLrQo,Talking Heads,2x9SpqnPi8rlE9pjHBwmSC,4ksJGDgtixAqJ390XWv0Ua,Popular Favorites 1976 - 1992 / Sand in the Vaseline,3.923079512677454,1,1,5.53,0.16194672720717646
Sister Morphine - 2009 Mix,1XaL1OWGibGlPqLUW9MnCX,The Rolling Stones,22bE4uQ6baNwSHPVcDxLCe,29m6DinzdaD0OPqWKGyMdz,Sticky Fingers (Remastered),3.923079512677454,1,1,5.53,0.16194672720717646
Barrel Of A Gun,3BAq4q6tSev6y0KWOoTKne,Depeche Mode,762310PdDnwsDxAQxzQkfX,7cmj0LC7Fob1p2BxsMYYAa,Ultra,3.9223917296842625,1,1,5.52,0.1610417495845567
I Love Ladies,3rovxBzeIaryiwGpKnQQx1,The Rolling Stones,22bE4uQ6baNwSHPVcDxLCe,5wEUIEpxAFSr5fEbQv1fud,Black And Blue (Super Deluxe),3.9217026995770743,1,1,5.51,0.16013513102246615
A Haze Of Patriotic Fervor,7vRplv4cDf3zUzYJk6CgVI,Tangerine Dream,1BGN1IdyiSR0ZYrkoKNchl,5EJAJsaHhQYLwVbynpcGkD,"The Music of Grand Theft Auto V, Vol. 2: The Score",3.9217026995770743,1,1,5.51,0.16013513102246615
Chabrassi,6RCrmnmGuE94nBbK75aRNt,Khaled,28ztjHIXceRRntmTUfnmUX,49WbUhzzdloagcrZKn0LhB,"Raï, the Gold Collection",3.9175420740709996,1,1,5.45,0.1546606237776311
This Wreckage,3Pb3YmpiI6J7kOWf2bcAhr,Gary Numan,5KQMtyPE8DCQNUzoNqlEsE,2McSfMOhsYBkGNA47IjtnG,Telekon,3.916844185904225,1,1,5.44,0.15374234987398042
Are 'Friends' Electric?,0VktLUEpFVQ7Zl5c80uKHH,Gary Numan,5KQMtyPE8DCQNUzoNqlEsE,2wWcTC2GHLEGLDlsnr5aYM,Replicas Redux,3.9154445526460324,1,1,5.42,0.15190072716583208
Greggio e pericoloso - Titles,2YEyYXGpJzClCWmn56f8Ga,Banco Del Mutuo Soccorso,4RuYtHjAKBufQRqBUMiOfK,3kMhPGtxX8qTqznPX8b8Zv,Greggio e pericoloso (Original Soundtrack),3.9154445526460324,1,1,5.42,0.15190072716583208
Towers Of London - 2001 Remaster,2HtyBiR2vbgOHEKbbfgQOT,XTC,2qT62DYO8Ajb276vUJmvhz,6sLuXZdrb1cmsAnfrmgbrU,Black Sea,3.9140397451311286,1,1,5.4,0.15005229622516908
Cool Water,39ChYp9rBPzhSR6JMliotX,Talking Heads,2x9SpqnPi8rlE9pjHBwmSC,6iOPhFscLxdpzGug0qxpcZ,Naked,3.9126297249604445,1,1,5.38,0.14819700652690115
Hot Stuff - 2025 Mix,2ctJGsf4YJLVLFogyyHDr8,The Rolling Stones,22bE4uQ6baNwSHPVcDxLCe,5wEUIEpxAFSr5fEbQv1fud,Black And Blue (Super Deluxe),3.9126297249604445,1,1,5.38,0.14819700652690115
Moby Dick,4BQhcyuHF87sZ3vTPnTTVh,Banco Del Mutuo Soccorso,4RuYtHjAKBufQRqBUMiOfK,1jPGGyuK1EgRoPIwhT8lW6,Banco,3.909081613281988,1,1,5.33,0.14352843852893132
No Happy Endings,28b4uBohJrFHFgkgktscPV,Tangerine Dream,1BGN1IdyiSR0ZYrkoKNchl,5EJAJsaHhQYLwVbynpcGkD,"The Music of Grand Theft Auto V, Vol. 2: The Score",3.909081613281988,1,1,5.33,0.14352843852893132
Western Promise - 2008 Remaster,6leYEYciYSJc8wmpmeAE0g,Ultravox,3iUjRVvYCsMfz7tuAQtBDI,57UuXCYkx1wZW7gfl8hvjB,Vienna (Remastered Definitive Edition),3.9076530401709033,1,1,5.31,0.14164873706697842
Sax and Violins,08Yjr6SQehUAK2GIcNdFbK,Talking Heads,2x9SpqnPi8rlE9pjHBwmSC,4ksJGDgtixAqJ390XWv0Ua,Popular Favorites 1976 - 1992 / Sand in the Vaseline,3.9069367345865107,1,1,5.3,0.1407062297190927
Sax and Violins - 2005 Remaster,4dQ3dBVUnrCv7wUdOu9Oyr,Talking Heads,2x9SpqnPi8rlE9pjHBwmSC,6iOPhFscLxdpzGug0qxpcZ,Naked,3.90621907620512,1,1,5.29,0.13976194237515863
Let It Loose,2u63axjx9VKmFfQNqmpi8a,The Rolling Stones,22bE4uQ6baNwSHPVcDxLCe,5U4dnRZsfW8NmwBBkELFPh,Exile On Main Street (2010 Re-Mastered),3.90621907620512,1,1,5.29,0.13976194237515863
I Get Wild / Wild Gravity,480RYI6U5tuotNf7iGavJp,Talking Heads,2x9SpqnPi8rlE9pjHBwmSC,78MM8HrabEGPLVWaJkM2t1,Speaking in Tongues,3.9055000599073457,1,1,5.28,0.1388158682991397
Drugs - 2005 Remaster,0OnQj8a27DzuNnTXSgOtq6,Talking Heads,2x9SpqnPi8rlE9pjHBwmSC,5dVZpNJraoqCo3BssinMoo,Fear of Music (Deluxe Version),3.9033348118837834,1,1,5.25,0.13596685774182085
Hiroshima Mon Amour,2eZmkvWHZvFauI78Rcxi4g,Ultravox,3iUjRVvYCsMfz7tuAQtBDI,2qglzVkWCBALdZ8JHMgJhT,Ha! Ha! Ha!,3.9026103121409625,1,1,5.24,0.1350135686065301
Swamp,0lrcEBPGPnaC5Sm9wnyYYL,Talking Heads,2x9SpqnPi8rlE9pjHBwmSC,78MM8HrabEGPLVWaJkM2t1,Speaking in Tongues,3.901884428443638,1,1,5.23,0.1340584584784705
A Friend I Call Desire - Steven Wilson Stereo Mix,21cQpcPsXAzCEoC1KY4opE,Ultravox,3iUjRVvYCsMfz7tuAQtBDI,1ZdxZz6LPHZgkfXkyljts2,Lament (2024 Steven Wilson Mix),3.9004284879652458,1,1,5.21,0.13214274732269243
A Friend I Call Desire - 2009 Remaster,79aVzW5nFdjhnWwWVZDsUL,Ultravox,3iUjRVvYCsMfz7tuAQtBDI,15BhyErNMCS96rXaeAkMre,Lament (2009 Remaster),3.899698420497647,1,1,5.2,0.13118213223374559
Carried Away - 2003 Remaster,4t87dWb7q5e7TtWMFeV0Z8,Television,0S7Zur2g8YhqlzqtlYStli,5ha55jb1DQKy33CpmREvFq,Adventure,3.899698420497647,1,1,5.2,0.13118213223374559
Pull up the Roots,7FdcxTaar9qBTiUy4Z6VUj,Talking Heads,2x9SpqnPi8rlE9pjHBwmSC,78MM8HrabEGPLVWaJkM2t1,Speaking in Tongues,3.89749976441217,1,1,5.17,0.12828916370022347
Areknames,3n6URniUFgNrXQEadxzlSu,Franco Battiato,4lianjyuR1tqf6oUX8kjrZ,3ZMIvjtdKwQ75xll79vWk4,Pollution,3.8938068296139794,1,1,5.12,0.12343003896576289
"All Stood Still - 12"" Version",55j75GpqVcoAgpAbf8l9gY,Ultravox,3iUjRVvYCsMfz7tuAQtBDI,57UuXCYkx1wZW7gfl8hvjB,Vienna (Remastered Definitive Edition),3.893063916376374,1,1,5.11,0.12245252154786135
Betrayal Sorcerer Theme - Live from Coventry Cathedral 2022,6zwUm1oDuGdksOPcxkPwPy,Tangerine Dream,1BGN1IdyiSR0ZYrkoKNchl,2MrDi1gCFcd0sfGgjlTVz0,From Virgin To Quantum Years - Coventry Cathedral 22,3.893063916376374,1,1,5.11,0.12245252154786135
Garofano Rosso,6iLZtZjrVJtKKT8jPwdiyi,Banco Del Mutuo Soccorso,4RuYtHjAKBufQRqBUMiOfK,5E9rFAvIQuZD9dLo6FL9wH,Garofano rosso (Colonna sonora originale del film),3.893063916376374,1,1,5.11,0.12245252154786135
Slippery People,6jmArQTNFxVghhetkYV36I,Talking Heads,2x9SpqnPi8rlE9pjHBwmSC,78MM8HrabEGPLVWaJkM2t1,Speaking in Tongues,3.893063916376374,1,1,5.11,0.12245252154786135
Serenade - 2009 Remaster,7t9xdzVPFweM1P4P0ETnQF,Ultravox,3iUjRVvYCsMfz7tuAQtBDI,48e5bZFgvlWlVN8KVdaNON,Quartet (2009 Remaster),3.8923195478719483,1,1,5.1,0.12147308930519464
Heart of The Country - Steven Wilson Stereo Mix,0o9alW1dvnSPe9rZK620Zk,Ultravox,3iUjRVvYCsMfz7tuAQtBDI,1ZdxZz6LPHZgkfXkyljts2,Lament (2024 Steven Wilson Mix),3.8923195478719483,1,1,5.1,0.12147308930519464
Elevation,1pimWzwUERYZbAFr5tL0Xl,Television,0S7Zur2g8YhqlzqtlYStli,630o1rKTDsLeIPreOY1jqP,Marquee Moon,3.8915737183881656,1,1,5.09,0.12049173472127035
Up Patriots To Arms - Remastered 2008,4K3cElW740S6w5wbjBjRbt,Franco Battiato,4lianjyuR1tqf6oUX8kjrZ,59eHxfqvwJyXhJGGtORaHv,Patriots (2008 Remastered Edition),3.8915737183881656,1,1,5.09,0.12049173472127035
Turn Your Back on Me - Extended Mix,4LRwNbgbd6DusUfOWREM9G,Kajagoogoo,0f3kLT4wvi2mFHlHJgV8Hl,0xM84XzqFGTDsFjPgCrXh9,Islands,3.8915737183881656,1,1,5.09,0.12049173472127035
Democratic Circus,0Cpr1EducaySYlY8MGJllG,Talking Heads,2x9SpqnPi8rlE9pjHBwmSC,6iOPhFscLxdpzGug0qxpcZ,Naked,3.8900776534636163,1,1,5.07,0.11852322824160066
W - Alternate Take,1wOekK6Aykb6cwJq9R5pdB,Van Der Graaf Generator,02frazNrWgZCxUEf4UTfHt,5Lrsef2F6ZHNC5yIUEJouw,Pawn Hearts,3.8893274064282033,1,1,5.06,0.11753606108974171
Fool To Cry - 2025 Mix,2EcHS1ePeW6SIg3I9ZgZPL,The Rolling Stones,22bE4uQ6baNwSHPVcDxLCe,5wEUIEpxAFSr5fEbQv1fud,Black And Blue (Super Deluxe),3.8878224539660864,1,1,5.04,0.11555586048169333
Golf Girl,5zfadyZJV7cuq5xw0WSaQM,Caravan,5kwbFaRKf9HCFGrJPacZ7s,7rVmN6Ts1yg6JPtfSV3Z2r,Legend Of A Mind - The Underground Anthology,3.885553790511215,1,1,5.01,0.11257077698844142
Prove It,3aPjLBWsrqTetCn3QcLSuK,Television,0S7Zur2g8YhqlzqtlYStli,630o1rKTDsLeIPreOY1jqP,Marquee Moon,3.884794549499399,1,1,5.0,0.11157177565710492
Blind,6RXEdbwo3WbZjV76r3CrD7,Talking Heads,2x9SpqnPi8rlE9pjHBwmSC,4ksJGDgtixAqJ390XWv0Ua,Popular Favorites 1976 - 1992 / Sand in the Vaseline,3.884794549499399,1,1,5.0,0.11157177565710492
Hey Negrita - 2025 Mix,2A8bKPcvmUBrlhZMg9MBaB,The Rolling Stones,22bE4uQ6baNwSHPVcDxLCe,5wEUIEpxAFSr5fEbQv1fud,Black And Blue (Super Deluxe),3.884794549499399,1,1,5.0,0.11157177565710492
Blind,2PkLOjo2KmCCUQQI9XRe87,Talking Heads,2x9SpqnPi8rlE9pjHBwmSC,6iOPhFscLxdpzGug0qxpcZ,Naked,3.884794549499399,1,1,5.0,0.11157177565710492
When The Time Comes - Steven Wilson Stereo Mix,4eJgRBfWSALHAUmogjDoM7,Ultravox,3iUjRVvYCsMfz7tuAQtBDI,1ZdxZz6LPHZgkfXkyljts2,Lament (2024 Steven Wilson Mix),3.8825076820156856,1,1,4.97,0.10856273949432337
Himalaya (Camisasca / Bmg Ricordi) 1975,5JpTwKsXkpedvO2J6f5R8w,"Franco Battiato, Juri Camisasca, Osage Tribe",5eCgvKqJkLy8zD2RkhQhuQ,05lAJNmh0iYB4CbtDXicDD,La Convenzione,3.8825076820156856,1,1,4.97,0.10856273949432337
I Remember (Death in the Afternoon) - 2008 Remaster,6io2BWB8cYSXEGLvpgHKk1,Ultravox,3iUjRVvYCsMfz7tuAQtBDI,5ueP8JeD2SeNSYzX7ybnPc,Rage in Eden,3.8817423242544393,1,1,4.96,0.1075556898084728
When the Time Comes (I'll Cry...) - 2009 Remaster,5mG5qGN8kg1v1csPuizWKV,Ultravox,3iUjRVvYCsMfz7tuAQtBDI,15BhyErNMCS96rXaeAkMre,Lament (2009 Remaster),3.8809754218750694,1,1,4.95,0.10654660773035424
Alles Klar - 2008 Remaster,07FxiaIDsadbnAjEXNGGU3,Ultravox,3iUjRVvYCsMfz7tuAQtBDI,57UuXCYkx1wZW7gfl8hvjB,Vienna (Remastered Definitive Edition),3.880206968630377,1,1,4.94,0.10553548503997034
